id,trivia,game_id
357,"When Aloy strives through the ruins of an unknown town, at one location the player can see the Pikes Peak Range Riders Memorial which identifies the ruins of the town as Colorado Springs. On a street ruin in the town there's also an almost rusted away Interstate I-25 sign to be found. Other locations in the game are The US Air Force Academy, Red Rock Amphi theater (Morrison, CO), Bryce Canyon National Park, Eagle Canyon, Lake Powell and Monument Valley.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
358,"The official reveal trailer was narrated by Jim Dale, whom provided the voice for the US version of the audio books for the original series. Dale also narrated several earlier Harry Potter video games.",b8e39a1c-8317-40c5-8dce-187ef96305be
359,"One of the side missions is called ""Follow The Butterflies"". In ""Harry Potter and The Chamber Of Secrets"", Ron asks why it had to be to follow the spiders and why not follow the butterflies.",b8e39a1c-8317-40c5-8dce-187ef96305be
360,Located behind the groundskeepers hut is a headstone with the Gryffindor house crest on it. This was placed there by the developers to honor the late Robbie Coltrane who portrayed Hagrid in the Harry Potter movies. Hagrid was sorted into Gryffindor.,b8e39a1c-8317-40c5-8dce-187ef96305be
361,"Lesley Nicol plays Professor Matilda Weasley who lost a bag in the Room of Requirement, she also plays Scarf Lady on Sarah & Duck who is always misplacing her poor bag.",b8e39a1c-8317-40c5-8dce-187ef96305be
362,Fallout 4 A producer of Fallout 4 said that he has played over 400 hours of the game and still hasnt found everything in it.,b291fd6c-4deb-4eec-82f1-614ce496cf30
363,"Fallout 4 contains just over 111,000 lines of spoken dialogue, which is more than Fallout 3 and Skyrim combined. The player's character has 13,000 spoken lines each for the male and female character.",b291fd6c-4deb-4eec-82f1-614ce496cf30
364,"If you find a Globe in the game, you will notice the continent of Africa has combined to form one mega-landform with Europe, the Middle East, and Asia.",b291fd6c-4deb-4eec-82f1-614ce496cf30
365,"In the Far Harbor dlc for Fallout 4 there is a lake and when swimming across the lake you will see two skeletons floating on the lake, one of which is lying on a door and the other is in the water holding on to the door. This is a reference to the famous scene from Titanic (1997)",b291fd6c-4deb-4eec-82f1-614ce496cf30
366,"This is the first Fallout game in which the player's character speaks, as shown in the reveal trailer.",b291fd6c-4deb-4eec-82f1-614ce496cf30
367,"On the website, change.org, a petition was made for Konami to reconsider their decision to cancel the development of the game. The target was 20,000 signatures and as of June 7, 2015, it had received over 170,000 signatures.",ace9041e-a0fe-47b8-b0cc-8ec09c19e727
384,Comes free with the Remastered Version of The Last Of Us on PS4.,91645569-825d-4cbd-aae7-ec0be78132ec
369,"In the first few minutes of the game, Snake's vision slowly un-blurs as a nurse enters the room to check on him. The player will briefly see her trimming some flowers. These flowers are the ""Star of Bethlehem"" lilies that appeared during the final boss battle of Metal Gear Solid 3: Snake Eater, in which Naked Snake eliminated The Boss in a field of said lilies.",acd39674-564f-483b-9c0f-4def399d75af
371,"Hideo Kojima wanted to open the game to David Bowie's ""Diamond Dogs"" playing, but the rest of his team were against the idea.",acd39674-564f-483b-9c0f-4def399d75af
372,The first Metal Gear game with an open world gameplay structure.,acd39674-564f-483b-9c0f-4def399d75af
373,"Throughout the game, there are several references to the classic revenge novel, Moby Dick. In the prologue for Metal Gear Solid V, 'Awakening', a character says ""O.K. Ahab, time to go"". A bandaged man who watched over Snake when he was in a coma says, ""You can call me Ishmael"". Later on in the prologue, Snake realizes that he has a hook hand and a large whale emerges from an explosion. In Moby Dick, the main character is a man named Ahab, who has a wooden leg and is hunting the whale that dismembered him. The first line of the novel is ""You can call me Ishmael"". One of Metal Gear Solid V's main themes is revenge, just like revenge is Moby Dick's most prominent theme.",acd39674-564f-483b-9c0f-4def399d75af
374,"This is the first game in the Zelda series to feature full voice acting segments. However, as per the series' tradition, Link remains silent. According to the makers, Link is the literal 'link' between the gamer and the game, and his side of every conversation is left out as much as possible so that the gamer can project his own thoughts and responses onto Link. The Japanese version actually had Link write diary entries in the Quest Log as he progresses through the story, but these were edited and changed to quest updates for the English version.",948a0390-ccd8-4479-a452-c467dfc29a02
375,"This is the first game in the Zelda series to reveal why Link is silent. In Hyrule Castle, Zelda's diary can be found where she explains that Link talks very little because he has an important job, and everyone looks at him to be strong. His silence is a way to bear that heavy burden.",948a0390-ccd8-4479-a452-c467dfc29a02
376,"There is a character called Dayto near the Foothill Stable who closely resembles comedian Robin Williams. Williams was a long-time fan of the Zelda series, even naming his daughter Zelda and appearing with her in a commercial for The Legend of Zelda: Skyward Sword (2011). Some people have also noted a resemblance between Williams and the character Robbie from the Akkala Ancient Tech Lab, and see these characters as Nintendo's way of honoring the late comedian.",948a0390-ccd8-4479-a452-c467dfc29a02
377,"Series producers Eiji Aonuma and Shigeru Miyamoto have indicated that this game ""challenges the expectations of Zelda games"", such as completing dungeons in specific order and in a single player experience. The game also features a huge overworld, similar to the 'open world' concept of the original The Legend of Zelda (1986)",948a0390-ccd8-4479-a452-c467dfc29a02
378,"Was originally developed for the Wii U, however Nintendo delayed the game so that it could release on both the Wii U and Nintendo Switch. The Wii U version is the last Nintendo game to release on the console.",948a0390-ccd8-4479-a452-c467dfc29a02
379,Director Koushi Nakanishi claims that the found footage concept came from members of the crew visiting haunted locations around Osaka with GoPro cameras.,92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
380,"According to scenario director Morimasa Sato, Jack Baker was known simply as ""Daddy"" during the game's development. The name Jack came from the character of Jack Torrence, played by Jack Nicholson in The Shining (1980).",92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
381,"In the Happy Birthday tape (which takes place right after the Banned 21 tape) Clancy has all 5 fingers on both hands, meaning canonically he didn't lose a single game of blackjack during the first round.",92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
382,"Belgian retailer Game Mania offered a pre-order bundle for this game that, as a joke, included adult diapers. With that, the retailer poked fun on the VR element of this game.",92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
383,"The game features many references to the Evil Dead series; The swinging chair outside the guest house also appears in Evil Dead. When Jack picks up a chainsaw, he says ""Groovy"", quoting Ash in Evil Dead II when he picks up a chainsaw. Marguerite's look, movement and attacks are very similar to the witch in Evil Dead II.",92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
385,"During Ellie and Riley's water gun fight in the department store, the shirt Ellie later wears at the beginning of the main game can be seen on one of the racks.",91645569-825d-4cbd-aae7-ec0be78132ec
386,"The fortune telling skull that you find in the Halloween store can be found as a treasure in Uncharted: The Lost Legacy. If examine the skull and read the fortune it gives you, you'll earn a trophy.",91645569-825d-4cbd-aae7-ec0be78132ec
387,"During the main game, the only character whose last name who is revealed is Jimmy Cooper (not counting the Firefly pendants), but if you get the Left Behind DLC, Riley's last name is revealed as Abel.",91645569-825d-4cbd-aae7-ec0be78132ec
388,"On May 12th, 2015 Left Behind was made available as its own standalone game on the PSN store for PS3 and PS4. This version comes with a two hour trial of the Factions multiplayer along with options to upgrade to the full game.",91645569-825d-4cbd-aae7-ec0be78132ec
389,"The game was made with a budget of over 110 million Euros, making it the most expensive media ever produced in the Netherlands.",85c1ef2d-7953-413a-bb8b-b5c31880a723
390,"To coincide with the game's release, Vanity Fair Italy published their first digital issue with Aloy gracing the front cover. She became the first digital character in the history of the magazine to do so.",85c1ef2d-7953-413a-bb8b-b5c31880a723
391,"This game became the first PlayStation title to be adapted into a LEGO set. On February 15, 2022, LEGO announced a set based on the Tallneck, which also includes a Watcher machine and a minifigure of Aloy.",85c1ef2d-7953-413a-bb8b-b5c31880a723
392,"The game is set in post-apocalyptic California, Nevada and Utah.",85c1ef2d-7953-413a-bb8b-b5c31880a723
393,It is the final Horizon game to feature Lance Reddick as Sylens before his death in March 2023.,85c1ef2d-7953-413a-bb8b-b5c31880a723
394,Some of the characters in the game are modeled after their real-life actor counterparts.,8525047c-d017-4035-b607-85fb86855b71
395,"Among the locations the player can visit are the firehouse and the apartment building from Ghostbusters (1984), the soup restaurant from Seinfeld (1989), Jessica Jones' office, Matt Murdock's law offices, and the Insomniac Games studio.",8525047c-d017-4035-b607-85fb86855b71
396,The game made more money in its opening weekend than Spider-Man: Homecoming (2017).,8525047c-d017-4035-b607-85fb86855b71
397,"Every time Spider-Man throws an enemy off a building, no matter by which means, they never hit the ground. Instead, they get automatically webbed against the wall. This was done to contribute to Spider-Man's ""no-kill"" rule.",8525047c-d017-4035-b607-85fb86855b71
398,"Insomniac says that this game is the first in a Marvel Gaming Universe, as they have plans to make more Marvel games.",8525047c-d017-4035-b607-85fb86855b71
399,"Hilariously, NieR: Automata was almost cancelled and never released purely because the director, Yoko Taro, hated waking up early in the morning to work on the game.",832dac54-b135-498f-ba88-a3926c266e2b
400,"Crestwood had a significantly different appearance in the PAX Prime 2013 demo than it does in the final game. In the demo Crestwood was a vivid, thriving area filled with soldiers and castles. In the final game however, it's depicted as gloomy, rainy, and overrun with demons.",817e1183-c8b4-430f-a338-a05573d1e45c
401,"Since the game ends on an ambiguous note, the story is actually concluded in the game's downloadable single player add-on called Trespasser.",817e1183-c8b4-430f-a338-a05573d1e45c
402,First in the Dragon Age Series to feature nudity.,817e1183-c8b4-430f-a338-a05573d1e45c
403,Skybound Games will continue to develop episode 3 & 4 with the original developers of TellTaleGames. This because of the majority shutdown of the original studio. The news was announced by Robert Kirkman at The Walking Dead tv series panel at New York Comic Con.,7d175438-da6b-4f60-8297-b2539ba58b8c
404,"On September 21 2018 TellTale Games has announced the studio will be shut down. 200 people were dismissed and 25 will continue to work on this final season, a ""skeleton crew"". The game will be their last one... Every game that were in production (The Wolf Among Us, Stranger Things) are cancelled. After more confirmation from the CEO of TellTaleGames the ""skeleton crew"" is working on a different game voor Netflix. Telltale has however announced that multiple partners are stepping in to help finish The Final Season's episodes 3 and 4.",7d175438-da6b-4f60-8297-b2539ba58b8c
405,The fourth and final installment in the award winning series.,7d175438-da6b-4f60-8297-b2539ba58b8c
406,"Like the previous game, Doom (2016), it also contains the same Easter egg that was seen in that game that was a reference to Terminator 2: Judgement Day (1991). If you fall in lava and stay in until your health depletes, you will see your hand make the thumbs up gesture, before sinking beneath.",79c09813-e258-4fe7-bf33-73516deec59a
407,"When on the the Doom ship, if you go into the room with guitars hanging on the wall, you'll see some books on a shelf. One of them is titled, ""Vault Dweller's Survival Guide"", an obvious reference to the Vault Dwellers of the Fallout game series, also published by Bethesda.",79c09813-e258-4fe7-bf33-73516deec59a
408,"The award-winning composer for the previous game, Mick Gordon, will be returning for this newest installment with another blood-pumping Metal soundtrack.",79c09813-e258-4fe7-bf33-73516deec59a
409,"In the Slayers Fortress of Doom, when you go into the one room that is basically his office, on his desk you will see the Soul Cube from Doom 3. The Soul Cube was also last seen in the previous game, Doom (2016). It was in a room early on in the Lazarus Labs.",79c09813-e258-4fe7-bf33-73516deec59a
410,First Doom game without a pistol in the arsenal.,79c09813-e258-4fe7-bf33-73516deec59a
411,"Legendary sound designer Ben Burtt ( Star Wars: Episode IV - A New Hope (1977), Indiana Jones and the Raiders of the Lost Ark (1981), E.T. the Extra-Terrestrial (1982), WALL·E (2008) ) provides the voice of droid BD-1.",770014fc-5129-412a-82a9-2a90e89c0600
412,"Greez mentions a castle on Takodana that is an excellent pub. This is a reference to Maz Kanata's pirate canteen seen in ""The Force Awakens"".",770014fc-5129-412a-82a9-2a90e89c0600
413,"Jaro Tapal, Cal's Jedi Master, is a Lasat, the same species as Zeb Orrelios from Star Wars Rebels (2014). The Lasat species was based off of early Ralph McQuarrie artwork for Chewbacca.",770014fc-5129-412a-82a9-2a90e89c0600
414,"The ""Homestead"" poncho is taken directly from the artwork on the ceiling of Owen Lars' Homestead on Tatooine in Episode IV: A New Hope in the scene where they are eating dinner.",770014fc-5129-412a-82a9-2a90e89c0600
415,"One unlockable skin for BD-1, which has a purple and green color pattern, is called ""Day of the Dianoga"". This is a reference to the LucasArts game Day of the Tentacle (1993).",770014fc-5129-412a-82a9-2a90e89c0600
416,This is the first time the developers have went with a cinematic approach and using real life models for motion capture. Even though going with this method the developing team guaranteed that it would not hinder the classic stylish gameplay.,69c6a93b-33aa-410a-9f0d-c804ce1a3556
417,"Uses the RE Engine, the same game engine used for Resident Evil VII: Biohazard (2017) and the 2019 remake of Resident Evil 2 (1998).",69c6a93b-33aa-410a-9f0d-c804ce1a3556
419,Made with the id Software id Tech 6 game engine.,647834ee-08e5-4a9a-bf97-bdfbe4fc08e4
418,"While the soft reboot (DmC: Devil May Cry) is not considered canon and is essentially ignored, Capcom has taken a few things implemented from that title. Firstly the camera perspective: all of Capcom's previous entries had a fixed camera perspective akin to the older Resident Evil games (also a Capcom franchise and the original template for the first DMC game). The second, is once Dante has unlocked his Sin Devil Trigger, he is able to materialize his Devil Sword Dante. Just as the reboot's Dante was able to summon his Rebellion sword. Thirdly, each new enemy is introduced with a short description and a moniker while the camera zooms in on them. Fourthly, at the end of a kill streak, the action slows down and the camera zooms in on the protagonist.",69c6a93b-33aa-410a-9f0d-c804ce1a3556
420,"Struggling to create a narrative style for gamers already well-seasoned by the 'Doom' franchise, and a gaming market saturated with first-person shooters, creators Marty Stratton and Hugo Martin have largely credited The Last Boy Scout (1991) (released in a 90's film market similarly saturated with 'buddy cop' action movies) with inspiring the game's ""self-aware"" tone and style.",647834ee-08e5-4a9a-bf97-bdfbe4fc08e4
421,10th place on Art of the Title's Top 10 best title sequences of 2016.,647834ee-08e5-4a9a-bf97-bdfbe4fc08e4
422,The zombies are the only enemies from Doom 3 to appear in both this game and Doom Eternal.,647834ee-08e5-4a9a-bf97-bdfbe4fc08e4
423,"Star Wars Jedi Survivor takes place 5 years after it's predecessor, Star Wars Jedi Fallen Order: 9 years before The Battle Of Yavin and 10 years after Order 66.",5c48b26f-ceda-429d-b3d1-d98d00e5da87
424,A species known as the Gen'Dai make their first appearance in Star Wars canon from Star Wars Legends.,5c48b26f-ceda-429d-b3d1-d98d00e5da87
425,"Star Wars Jedi: Fallen Order features six planets: Bracca, Bogano, Zeffo, Kashyyyk, Ilum, and Nux. Star Wars Jedi: Survivor also features six planets or explorable areas: Coruscant, Koboh, the Shattered Moon of Koboh, Jedah, Nova Garon, and Tanalorr.",5c48b26f-ceda-429d-b3d1-d98d00e5da87
426,The game prominently features the High Republic Era of the Star Wars universe.,5c48b26f-ceda-429d-b3d1-d98d00e5da87
427,Based on the Koryo-Mongol invasion of Tsushima Island of Japan in 1274. This was the first major invasion attack on Japan ever recorded.,52dcbd17-36f7-4caf-bedf-fc9aacca362c
428,"There is a mode in Ghost of Tsushima called ""Kurosawa Mode"" named after the acclaimed Japanese Director Akira Kurosawa. The game developers, Sucker Punch Productions, offered the Kurosawa estate an advance copy of the game in order to gain permission to use his name. On playing the game, the estate granted their blessing. Kurosawa Mode turns your video game into a grainy black-and-white film, and the end result is very much like playing a video game based on the director's iconic classic, The Seven Samurai.",52dcbd17-36f7-4caf-bedf-fc9aacca362c
429,"Nate Fox and Jason Connell, who worked as directors on Ghost of Tsushima, have now been named official ambassadors of the island of Tsushima. After the game sparked interest in the island and its history.",52dcbd17-36f7-4caf-bedf-fc9aacca362c
430,"Patrick Gallagher portrays the fearsome Khotun Khan in 'Ghost of Tsushima', however players may recognise him from his role as another historic figure. Gallagher portrayed Attila the Hun in the 'Night At the Museum' films.",52dcbd17-36f7-4caf-bedf-fc9aacca362c
431,The game allows players to switch the audio to Japanese with English subtitles in an effort to create a more authentic experience.,52dcbd17-36f7-4caf-bedf-fc9aacca362c
432,This game takes place between the events of Half-Life (1998) & Half-Life 2 (2004).,5100d66f-7bb0-477b-ac42-44eeac2f1d9b
433,The first Half-Life title to be released since 2007. The last official game from Valve was Half-Life 2: Episode Two (2007).,5100d66f-7bb0-477b-ac42-44eeac2f1d9b
434,"A small porcelain figure of Scout from Team Fortress 2 can be seen sitting in front of one of the computers in Russel's Lab. In fact, the player can get an achievement by placing the figure on Russell's holographic map when he asks for an item to be placed. The achievement is called ""Little Slugger"".",5100d66f-7bb0-477b-ac42-44eeac2f1d9b
435,"The opening balcony scene has a radio you can interact with. When turning the knob on a certain channel, you can hear the same distorted trumpet music used in Half-Life 2, when seeing The G-Man briefly appear on an unplugged television.",5100d66f-7bb0-477b-ac42-44eeac2f1d9b
436,"A possible start to the jokes that Valve can't ""Count to three."" Other notable games that could have contributed are Half-Life 2 Episode 1 & 2, The Lab, Aperture Hand Lab (the previous 2 being VR demos) and Aperture Desk Job. There's even a fan music video called ""Count to Three"" (they even got Ellen McClain, the original GLaDOS, to be GLaDOS in this) on YouTube.",5100d66f-7bb0-477b-ac42-44eeac2f1d9b
437,"The game will introduce a loot-dropping system, known as the ""Gear System"", which provides character-specific costume pieces and equipment; players will be able to customize the look of their characters and upgrade their abilities, such as increasing their speed, strength, or health.",4a650783-6a10-42d3-914f-f0270ba9627b
438,"In one of their pre-fight introductions, Captain Cold states his heart is frozen. Flash responds with ""Let it go."" He also says this to Mr. Freeze.",4a650783-6a10-42d3-914f-f0270ba9627b
439,Ed Boon has confirmed that there will be more DLC characters from the last game Mortal Kombat X (2015).,4a650783-6a10-42d3-914f-f0270ba9627b
440,"In the Ace O'Clubs arena the civilians ignore the fighting. This is a call back to the comics in that when metahumans fought there, the patrons would purposely ignore the fight assuming the superhero would win.",4a650783-6a10-42d3-914f-f0270ba9627b
441,Dee Bradley Baker was replaced by Jeffrey Combs as the voice of Brainiac in Injustice 2.,4a650783-6a10-42d3-914f-f0270ba9627b
443,Phalanx is the only colossi not bound to its environment. It is found in the middle of an open desert with no blocked off perimeter. Some players have notions that the scattered rings eroding in the sand give off an electro-magnetic field of which Phalanx seems to avoid.,30cd194a-c54f-4192-8b12-34dc5de87e75
444,"The 12th colossus, Pelagia, has the longest introductory cut scene at nearly 45 seconds.",30cd194a-c54f-4192-8b12-34dc5de87e75
445,"Gunner Wright reprises his role as Isaac Clarke, having assumed the role in Dead Space 2 (2011) and Dead Space 3 (2013). Isaac was a silent protagonist in the original Dead Space (2008), he only responded with grunts and nods, the few words he said were when he cursed while stomping enemies, Isaac's curses, grunts and screams were voiced by Max Shippee. For the remake Motive Studio altered the story to have Isaac talk and be a more engaging character that aligned with the sequels.",2c8780fc-f953-4e60-a34e-14dd25dd021f
446,"The original Dead Space(2008) had some backtracking elements to open previously locked doors. The remake expands upon this to make the backtracking more satisfying. This includes a new mechanic called Suit Security Level. As the player collects ship RIGs or completes tasks, they will gain access to Level 2 or higher doors and supply crates.",2c8780fc-f953-4e60-a34e-14dd25dd021f
447,"Impossible difficulty returns from Dead Space(2008) but with a new twist. The difficulty only allows one save slot instead of multiple, the player can use this as much as they want. However upon death the game forces the player to continue from that save but is no longer able to play on Impossible difficulty from that save. This effectively gives the player one shot to beat the game on that difficulty. If the player doesn't save it's back to the menu. A save will just reroute back to that save point but on a lower difficulty.",2c8780fc-f953-4e60-a34e-14dd25dd021f
448,"Only 2 characters, Isaac and Nicole are reprised by actors from the original trilogy. The rest of the cast is entirely replaced with new voices.",2c8780fc-f953-4e60-a34e-14dd25dd021f
449,"Nick Apostolides provides voice work for various characters in this remake but also provides the voice for two other survival horror games, the Resident Evil 2 (2019) remake and the Resident Evil 4 (2023) remake. He respectfully provides the voice for Leon S. Kennedy.",2c8780fc-f953-4e60-a34e-14dd25dd021f
450,Hellblade: Senua's Sacrifice The game developers Ninja Theory self promoted and funded the game on their own without working with a popular game publisher.,2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
451,"To celebrate World Mental Health Day on October 10, 2017, Ninja Theory donated all profit made from the sales of Hellblade on that day to Rethink Mental Illness.",2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
452,"Following issues with the combat system, it was announced in 2016 that top stunt actors Chloé Bruce and Cali Nelle had been brought in to perform motion capture of key game characters to help make combat feel smoother.",2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
453,"Debut of Melina Juergens. A video producer for Ninja Theory with no prior acting experience, Juergens was initially used as a stand-in to perfect the motion capture technology while the team searched for an actor for the role of Senua. Eventually, it was decided to have Juergens portray the role as is, leading her to win multiple awards for her performance.",2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
454,"To accurately portray psychosis, the team worked closely with experts and patients on the subject, as well as presenting the game for actual voice hearers for feedback.",2c1fd3b3-78cb-4210-9dee-30b7625eeaa5
455,"Last acting role of Jeanette Maus who sadly passed away after an eight-month battle with colon cancer, a few months before the release of the game.",27e7a99b-a40b-4bc2-98fd-d3134cc453fa
456,One of the bonus weapons that can be unlocked in the Mercenaries mode is a lightsaber.,27e7a99b-a40b-4bc2-98fd-d3134cc453fa
457,Lady Alcina Dimitrescu's face is based on a Polish actress named Helena Mankowska.,27e7a99b-a40b-4bc2-98fd-d3134cc453fa
458,"On 2017's E3, it was revealed that a sequel was being developed, titled Ori And The Will Of The Wisps.",20f8bfb7-b1a3-456f-aa8d-3fe5c3670803
459,"A lot of weapons and gear that are found in the game are references to previous games unique weapons. The Stranger that captures Rhys and Fiona at the start of the game is wielding the Conference Call, a legendary shotgun from Borderlands 2 (2012). The O2 Kits that Scooter and Fiona use were introduced in Borderlands the pre-sequel! (2014). The strangest one of all is the Skullmasher sniper rifle used by multiple bandits in the game even though it is a legendary (very very hard to obtain) weapon in Borderlands 2.",1d1f0c77-4b09-4fce-83b2-df7085400407
460,"The two bandits Kroger and Finch are played by Adam Harrington and Dave Fennoy respectively. Adam Harrington plays Bigby Wolf in The Wolf Among Us, Dave Fennoy plays Lee in The Walking Dead, both the main characters in previous Telltale games.",1d1f0c77-4b09-4fce-83b2-df7085400407
461,"Troy Baker and Laura Bailey previously worked together on Saints Row The Third, Saints Row IV, Saints Row: Gat Outta Hell, Catherine, Resident Evil 6, Final Fantasy XIII, Final Fantasy XIII-2, Lightning Returns: Final Fantasy XIII and inFamous: Second Son.",1d1f0c77-4b09-4fce-83b2-df7085400407
462,Troy Baker and Ashley Johnson have previously worked together in Naughty Dog's The Last of Us.,1d1f0c77-4b09-4fce-83b2-df7085400407
463,The shotgun the stranger carries is called The Conference Call. A weapon that first appeared in Borderlands 2. This weapon can also be found in Jack's Office in Episode 4.,1d1f0c77-4b09-4fce-83b2-df7085400407
464,"SuperMassive Games have designed a mechanism in the game where you connect your PS4 camera and face it towards you when playing the game. When a jump scare occurs, the mechanism will make the camera take a picture of your reaction.",13a2a104-9c67-4a00-ae5d-19541dcc0e92
465,The game has a strict auto-save system to prevent players from reloading a previous save file to an earlier point in the game if they regret an in-game decision that they have made.,13a2a104-9c67-4a00-ae5d-19541dcc0e92
466,"The posters that can be seen on the walls of the cabin's theatre are for real horror movies which were all produced by Larry Fessenden , who co-wrote and stars in the game.",13a2a104-9c67-4a00-ae5d-19541dcc0e92
467,"The game is said to have over 1,000 different endings, even if an object is picked up, the story will alter.",13a2a104-9c67-4a00-ae5d-19541dcc0e92
468,Mike is the only character to react to any of the Totem prophecies.,13a2a104-9c67-4a00-ae5d-19541dcc0e92
470,People who preordered on the Xbox One got a free copy of the first Dark Souls game.,12545cd9-0569-4882-b04e-b8adc223a8fd
471,"The Painted World of Ariandel, is a restored version of The Painted World. The previous Painting was hinted to be destroyed by flame. Ariandel and Elfriede chose the Painted World as a refuge to escape the cycle of relinking The Flame.",12545cd9-0569-4882-b04e-b8adc223a8fd
472,Numerous locations and characters from the first Dark Souls make a reappearance in this installment.,12545cd9-0569-4882-b04e-b8adc223a8fd
473,"Why The Boreal Valley is a frozen waste trapped in eternal night is something that is relatively unknown, yet is highly critical given the area's overall importance to the setting and the unique presence of frost here. No ingame item descriptions, dialogue, or lore exists to properly explain this geographic phenomena, however, snowy areas in the souls series are extremely rare, and there exists sufficent evidence in the series to make somewhat educated guesses as to the origins.",12545cd9-0569-4882-b04e-b8adc223a8fd
474,"During development, one religious developer threatened to quit because he was offended by the portrayal of Comstock, a Christian. Ken Levine decided to sit down with the developer and discuss the character; if the developer wasn't satisfied at the end of the conversation over what they would do with Comstock as a character, he would be allowed to leave with no hard feelings. In the end, the developer was happy with the changes Levine promised to give the character and returned to work, and the discussion encouraged Levine to write Comstock with more depth and personality than he had originally intended.",0b88d590-82ab-40aa-83b1-20e7c4503e59
475,"While Booker and Elizabeth walk through an arcade, she sees a game and remarks how she heard it was ""delayed THREE times"". This is a sly wink from the writers, as Bioshock Infinite itself was delayed several times.",0b88d590-82ab-40aa-83b1-20e7c4503e59
476,"In a tear opened by Elizabeth, there is a Parisian cinema projecting ""La Revanche du Jedi"", French for ""Revenge of the Jedi"", a working title of ""Return of the Jedi"". This tear probably gives access to a reality where the working title of the movie was retained.",0b88d590-82ab-40aa-83b1-20e7c4503e59
477,"In order to get an emotional performance from Courtnee Draper, Troy Baker and director Ken Levine repeatedly made derogatory and insulting remarks towards Courtnee Draper during recording sessions at her request, until she achieved the proper emotion necessary for the performance.",0b88d590-82ab-40aa-83b1-20e7c4503e59
478,"Near a vendor early in the game, a wrench can be seen, identical to the wrench from the first Bioshock.",0b88d590-82ab-40aa-83b1-20e7c4503e59
479,Much of the imagery used for the enemies in the game is inspired by H. P. Lovecraft.,0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
480,"The boss known as Amygdala gets its name from the part of the brain that is associated with the fear response. ""Amygdala"" is Latin for ""Almond"" and both the creature's head and the part of the brain have an almond-like shape.",0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
481,"Yharnam, the main location of the game, is thought to be inspired by Windham the Demon City from the manga series ""Berserk"". This is likely due to Miyazaki regularly citing Berserk as a visual influence for the other Souls games.",0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
482,"The Old Hunters DLC features 5 Bosses, 4 NPCs, 3 Caryll Runes, 10 Key Items, 2 Consumables, 11 Trick Weapons, 5 Firearms, 3 Hunter Tools, 9 Armor Sets and 6 Trophies.",0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
483,"Even though Souls is not in its title, Bloodborne is considered part of the Souls series.",0364fc87-34cd-43f0-8fc6-a0a6a931d5c2
